,positive,negative,neutral
2712,-0.4327243,1.0705029,-0.08483307
2713,-0.44297385,1.0873461,-0.115949675
2714,-0.4541467,1.0510023,-0.14634036
2715,-0.4600699,1.0222495,-0.13643028
2716,-0.42198008,1.0523713,-0.094307706
2717,-0.42039716,1.0471715,-0.108633354
2718,-0.47141844,1.0101067,-0.1252561
2719,-0.4574178,1.0293603,-0.119740054
2720,-0.46948558,0.98841816,-0.121417865
2721,-0.44743574,1.0747981,-0.09180759
2722,-0.5028599,0.9504408,-0.16659035
2723,-0.4749035,1.0090476,-0.14678939
2724,-0.5062673,0.97125876,-0.12504901
2725,-0.47758508,1.0249724,-0.13524653
2726,-0.47599077,1.0226285,-0.1316209
2727,-0.42393845,1.0735266,-0.09601514
2728,-0.4257881,0.9657178,-0.17310189
2729,-0.45661533,1.0376359,-0.1525548
2730,-0.4340477,1.0496953,-0.13070922
2731,-0.4469673,1.021126,-0.2018361
2732,-0.4530222,1.0638822,-0.1299979
2733,-0.4738791,1.006962,-0.12395795
2734,-0.44285235,1.0475031,-0.12761287
2735,-0.37060708,1.0792817,-0.13442732
2736,-0.49105906,1.0339011,-0.1620584
2737,-0.5009084,0.9876761,-0.13509192
2738,-0.42287225,1.0663171,-0.09811555
2739,-0.4975442,1.0222505,-0.1546848
2740,-0.44890463,1.0175195,-0.13384576
2741,-0.45892817,1.0283577,-0.1154602
2742,-0.45327273,1.0439502,-0.15978126
2743,-0.42644364,1.07637,-0.15039097
2744,-0.4417188,1.0052385,-0.14065476
2745,-0.4774457,0.9737686,-0.17217357
2746,-0.43989122,1.0227352,-0.118773416
2747,-0.4636656,1.0165128,-0.17074634
2748,-0.47675216,1.0158533,-0.17244147
2749,-0.48476183,1.025919,-0.12488635
2750,-0.4273284,1.0612496,-0.12530087
2751,-0.4197899,1.0239983,-0.14310624
2752,-0.45480418,1.0390325,-0.14228265
2753,-0.4498008,0.9906706,-0.16790842
2754,-0.4398644,1.0249163,-0.16168095
2755,-0.47983605,1.0542332,-0.12551953
2756,-0.47951964,0.9984701,-0.124868825
2757,-0.4292344,1.026869,-0.11241029
2758,-0.47271913,1.0174947,-0.12703983
2759,-0.46702096,1.0159227,-0.115284786
2760,-0.4492421,0.99553245,-0.13113387
2761,-0.46378472,1.0271312,-0.097561255
2762,-0.41684213,0.95318407,-0.14958368
2763,-0.46884185,1.0264096,-0.13709311
2764,-0.4888928,1.0270302,-0.14439838
2765,-0.49054205,0.9871188,-0.13265072
2766,-0.4413864,1.0285647,-0.14401211
2767,-0.46537763,1.0200202,-0.15857063
2768,-0.44109118,1.047294,-0.12520109
2769,-0.47024554,1.0088285,-0.16203962
2770,-0.46353826,1.0128658,-0.14507996
2771,-0.47827944,1.0279185,-0.15030213
2772,-0.49001577,1.0138152,-0.09537469
2773,-0.48420516,0.9936025,-0.106966004
2774,-0.43422204,1.0369459,-0.16588007
2775,-0.46338585,1.0196481,-0.15314935
2776,-0.5047169,1.0106711,-0.15336977
2777,-0.50170934,0.9962303,-0.12794031
2778,-0.4552845,1.0499777,-0.12233122
2779,-0.45711058,1.0534123,-0.17396264
2780,-0.45624962,1.0339413,-0.10084252
2781,-0.47130004,1.0483328,-0.14453699
2782,-0.42692903,1.0782068,-0.12805791
2783,-0.49592066,0.9816368,-0.20647548
2784,-0.48852357,0.9942077,-0.1883354
2785,-0.45050132,1.0746155,-0.09779857
2786,-0.47170216,1.0097069,-0.16215633
2787,-0.48455292,1.0239744,-0.13240387
2788,-0.46473634,0.99988294,-0.15483029
2789,-0.50690717,0.9967243,-0.17347516
2790,-0.46678865,1.012944,-0.10256709
2791,-0.44823927,1.0396206,-0.127766
2792,-0.45121828,0.975995,-0.1276265
2793,-0.46622252,1.0541431,-0.137289
2794,-0.4514469,1.0797068,-0.13647963
2795,-0.47322053,1.0568824,-0.14029558
2796,-0.45067754,1.0470747,-0.14651527
2797,-0.47925848,1.0130254,-0.122024044
2798,-0.46476626,0.9838329,-0.12555136
2799,-0.43756166,1.0223988,-0.14050703
2800,-0.4634992,1.0472668,-0.15361805
2801,-0.41455102,1.0307559,-0.120884374
2802,-0.462336,1.0650499,-0.14070259
2803,-0.49965924,0.9618863,-0.17864163
2804,-0.46718928,1.0200183,-0.15258984
2805,-0.4313756,1.0407869,-0.07416572
2806,-0.4331865,1.0591853,-0.13410972
2807,-0.47714573,0.9747802,-0.122489795
2808,-0.46190488,0.9915028,-0.16569264
2809,-0.4539999,1.0721829,-0.090261385
2810,-0.47098956,1.070466,-0.14234446
2811,-0.4404204,1.0085167,-0.14553435
2812,-0.4745915,1.0380859,-0.13433604
2813,-0.45186332,1.0474697,-0.07802485
2814,-0.4629031,1.0207101,-0.17505772
2815,-0.47998944,0.9815528,-0.107859656
2816,-0.47319078,0.99525553,-0.14426203
2817,-0.46143192,1.0212531,-0.13836874
2818,-0.47578377,1.0394684,-0.15478928
2819,-0.47439715,1.026555,-0.10485639
2820,-0.471138,1.0253257,-0.13952456
2821,-0.4449876,1.027605,-0.1363842
2822,-0.46044934,1.0414172,-0.1532406
2823,-0.46071765,0.9684302,-0.12751631
2824,-0.46581006,1.0530784,-0.14849202
2825,-0.43357915,1.0088396,-0.13793258
2826,-0.48070127,1.0222098,-0.14297925
2827,-0.4433678,1.0223937,-0.20521004
2828,-0.48811972,0.9751963,-0.19190435
2829,-0.4498278,1.0025213,-0.0950319
2830,-0.44415185,1.0608474,-0.11788024
2831,-0.49845114,1.0139705,-0.17954515
2832,-0.4726742,1.0376523,-0.11815442
2833,-0.43135297,0.986791,-0.13830976
2834,-0.4790006,0.96737427,-0.17857073
2835,-0.49265158,1.0107396,-0.17602314
2836,-0.483316,0.9910249,-0.12556763
2837,-0.4447737,1.052313,-0.15386198
2838,-0.42721394,1.0791848,-0.11756049
2839,-0.43277657,1.0445273,-0.10654919
2840,-0.38505456,1.0695924,-0.1483527
2841,-0.47181767,1.0209569,-0.12482901
2842,-0.49940103,0.9935319,-0.1589406
2843,-0.47505683,1.0181419,-0.15721054
2844,-0.47102192,1.0432432,-0.16858546
2845,-0.42720753,1.0547454,-0.11927591
2846,-0.4152162,1.0547779,-0.13794409
2847,-0.45957047,1.0283043,-0.13974018
2848,-0.45664626,1.0535103,-0.1275612
2849,-0.47104892,1.0156506,-0.17224805
2850,-0.43312764,1.0662879,-0.10800554
2851,-0.4642721,1.0257274,-0.12098239
2852,-0.46177828,1.0064822,-0.13940533
2853,-0.40369937,1.0667466,-0.088560894
2854,-0.47446334,0.9952952,-0.13128014
2855,-0.4327257,1.0544995,-0.12246938
2856,-0.40284938,1.0942286,-0.12168144
2857,-0.43648702,1.0363376,-0.13041495
2858,-0.4787091,0.98999524,-0.12562029
2859,-0.4644627,1.0113814,-0.17410798
2860,-0.45211193,1.0461882,-0.13470183
2861,-0.42376238,1.0469798,-0.13621853
2862,-0.4124158,1.0364543,-0.1208152
2863,-0.46350673,1.0352898,-0.14414512
2864,-0.44432092,1.002252,-0.12819664
2865,-0.4854014,0.99138004,-0.1353781
2866,-0.4366569,1.0096688,-0.12815534
2867,-0.46146685,1.0920104,-0.12440921
2868,-0.43713844,1.0169305,-0.11566456
2869,-0.44310996,1.0615728,-0.0941682
2870,-0.4301144,0.99929404,-0.15201657
2871,-0.48111883,1.0167578,-0.15378304
2872,-0.5248412,0.96683013,-0.17466183
2873,-0.44598758,1.0224044,-0.16595943
2874,-0.4507451,1.0284024,-0.11533715
2875,-0.46692017,1.0476129,-0.12951918
2876,-0.4318838,0.9953503,-0.12237857
2877,-0.43992072,1.026398,-0.15713336
2878,-0.4395969,0.9864125,-0.13934611
2879,-0.5085112,0.96169466,-0.17643656
2880,-0.47002313,1.0106239,-0.14046519
2881,-0.46300158,1.0575161,-0.15119542
2882,-0.45612893,1.0195628,-0.1442811
2883,-0.486086,1.0008111,-0.17246903
2884,-0.43659148,1.0185264,-0.14807363
2885,-0.4580413,1.0556029,-0.12531294
2886,-0.45953694,1.0103985,-0.13126792
2887,-0.4518725,1.0176996,-0.14941145
2888,-0.43720126,1.011254,-0.15593006
2889,-0.44909322,1.0236144,-0.19828878
2890,-0.47902972,1.0065734,-0.12091829
2891,-0.47213614,1.0085777,-0.12714349
2892,-0.41060206,1.0784851,-0.13088144
2893,-0.4772511,0.98654485,-0.11893864
2894,-0.42379707,1.0983415,-0.11004065
2895,-0.48914176,0.9833431,-0.175027
2896,-0.50336814,0.9681032,-0.14241932
2897,-0.44173017,1.0227826,-0.10813452
2898,-0.4674935,1.0260118,-0.13450934
2899,-0.40508327,1.0520833,-0.12170337
2900,-0.4325142,1.0239563,-0.0891359
2901,-0.4391014,1.0211657,-0.15693076
2902,-0.43057895,1.0898839,-0.119491085
2903,-0.45608196,1.0378013,-0.1104518
2904,-0.45284003,1.0380124,-0.13007872
2905,-0.43887836,0.99214643,-0.13218577
2906,-0.48835224,0.9907457,-0.14459334
2907,-0.4423009,1.0093246,-0.15897192
2908,-0.46055186,1.0367233,-0.1737745
2909,-0.4323529,1.0592314,-0.11221154
2910,-0.44488227,1.0416377,-0.119673684
2911,-0.50023705,1.0205314,-0.14173694
2912,-0.48117074,0.9940582,-0.1307572
2913,-0.4605247,1.0062904,-0.16722651
2914,-0.46969193,0.9825808,-0.14111467
2915,-0.4546559,0.9530625,-0.13325296
2916,-0.42988026,1.0453085,-0.086428806
2917,-0.46323013,1.0461938,-0.13367455
2918,-0.46682018,1.0045792,-0.11179234
2919,-0.5035541,0.98638767,-0.17410119
2920,-0.4301591,1.0534124,-0.08421527
2921,-0.43376124,1.0250397,-0.10831632
2922,-0.49132264,0.99406797,-0.17347334
2923,-0.4520644,1.0593421,-0.15421824
2924,-0.42602628,1.0993673,-0.11320488
2925,-0.41920963,1.0221163,-0.12247981
2926,-0.4953452,0.9739774,-0.16296344
2927,-0.45192358,1.0247564,-0.15172847
2928,-0.45973077,1.0312471,-0.13444664
2929,-0.47819933,1.0378176,-0.13933007
2930,-0.4829787,1.0149729,-0.13637017
2931,-0.49121487,0.9683711,-0.11333917
2932,-0.4501207,1.0260298,-0.090271875
2933,-0.4451681,1.0740887,-0.11155464
2934,-0.44915617,1.0439605,-0.115437254
2935,-0.4806326,1.0282668,-0.15905602
2936,-0.43686238,1.0738293,-0.15879156
2937,-0.46324402,1.0058657,-0.11191766
2938,-0.42126325,1.0427738,-0.13023902
2939,-0.43249607,1.0946593,-0.105387345
2940,-0.44090968,1.0165675,-0.1436869
2941,-0.4351459,1.036851,-0.1710809
2942,-0.47670484,1.0319039,-0.15846656
2943,-0.44694456,1.0527908,-0.11763696
2944,-0.37863615,1.0153341,-0.12532358
2945,-0.45432204,0.9888515,-0.12284897
2946,-0.48226508,0.96091443,-0.13505869
2947,-0.52490735,1.021375,-0.1506563
2948,-0.427121,1.0343555,-0.1060469
2949,-0.43270132,1.025708,-0.14159037
2950,-0.41372868,0.97985256,-0.1683511
2951,-0.44418657,1.0134681,-0.13010629
2952,-0.42775643,0.9947543,-0.14642976
2953,-0.42841175,1.0780263,-0.14249934
2954,-0.4045828,1.062555,-0.08687489
2955,-0.3818907,1.0542362,-0.13659348
2956,-0.46244097,1.0059848,-0.1104476
2957,-0.41689214,1.0757337,-0.09600283
2958,-0.45041838,0.98772264,-0.17735495
2959,-0.43623406,1.0772883,-0.14765434
2960,-0.4536643,1.0707,-0.12052636
2961,-0.46270138,1.0399297,-0.109620616
2962,-0.46769398,1.0368007,-0.14105932
2963,-0.45141426,1.039897,-0.15466537
2964,-0.46001682,1.0432845,-0.14802124
2965,-0.4856947,1.0044013,-0.12984751
2966,-0.40478235,1.0411156,-0.15782289
2967,-0.47745335,0.9514739,-0.2148688
2968,-0.4651476,1.0365077,-0.12328227
2969,-0.43479866,1.049219,-0.1276594
2970,-0.47764724,1.0169517,-0.120834604
2971,-0.4536603,1.0258698,-0.1696573
2972,-0.47494444,0.98813003,-0.14965086
2973,-0.43626475,1.0130184,-0.13647632
2974,-0.4500559,0.99262446,-0.11745186
2975,-0.483431,1.0055935,-0.13314481
2976,-0.503374,1.0009373,-0.121517494
2977,-0.4702646,1.0387639,-0.13849317
2978,-0.4722653,1.0499817,-0.14377911
2979,-0.45647597,1.0275109,-0.13634469
2980,-0.5005298,0.99678034,-0.1411771
2981,-0.40315238,1.02953,-0.14077978
2982,-0.5031359,0.9983466,-0.19839482
2983,-0.42266184,1.0385579,-0.11664112
2984,-0.4914785,0.97053665,-0.14173143
2985,-0.47130865,1.0285575,-0.17490573
2986,-0.42409545,1.0515778,-0.12833785
2987,-0.46180278,0.9576425,-0.15888683
2988,-0.42307064,1.0544549,-0.120074555
2989,-0.4939326,0.9879319,-0.13186996
2990,-0.44222125,1.0656481,-0.14949258
2991,-0.46121305,1.0221143,-0.14822437
2992,-0.49587792,0.97885615,-0.17851634
2993,-0.46003556,1.0053021,-0.10463242
2994,-0.45859718,0.9525214,-0.18200319
2995,-0.4578166,1.028835,-0.09386365
2996,-0.44168672,1.0343112,-0.09337555
2997,-0.49534076,0.9865842,-0.11856784
2998,-0.4343146,1.0146775,-0.10571413
2999,-0.4451614,1.0330058,-0.12590872
3000,-0.4826124,0.9921767,-0.15964426
3001,-0.4462392,1.0568233,-0.12409304
3002,-0.46569347,1.0413462,-0.13060443
3003,-0.45346862,1.0052255,-0.118104234
3004,-0.47777504,1.0131624,-0.1840779
3005,-0.45952466,1.0106262,-0.13912879
3006,-0.44383276,1.0202473,-0.13624264
3007,-0.45424682,0.9840688,-0.16188331
3008,-0.4260628,1.0593187,-0.122833624
3009,-0.45359582,1.0037888,-0.12305327
3010,-0.44400352,1.0679239,-0.0970359
3011,-0.47740787,1.02642,-0.1424842
3012,-0.4895963,1.030993,-0.110291824
3013,-0.4637499,0.9712042,-0.1467629
3014,-0.44424906,1.0692334,-0.10258101
3015,-0.46651417,1.0430267,-0.13853993
3016,-0.49026492,0.96144646,-0.15223332
3017,-0.51310164,0.99130064,-0.13929366
3018,-0.4111141,1.0557754,-0.11237295
3019,-0.43978587,1.0496494,-0.11964689
3020,-0.42079255,1.0112323,-0.14190497
3021,-0.49439263,0.9882386,-0.14730315
3022,-0.48044404,0.9828953,-0.16845812
3023,-0.49841934,0.985843,-0.13850413
3024,-0.47552797,1.0078627,-0.1245776
3025,-0.44926834,1.0483936,-0.106438115
3026,-0.47466385,1.0138795,-0.14412414
3027,-0.45729423,1.0392989,-0.13368706
3028,-0.47629166,1.0286595,-0.11702658
3029,-0.4755943,1.0099213,-0.14535747
3030,-0.42394972,1.0225286,-0.13707085
3031,-0.5242269,0.9625307,-0.15839382
3032,-0.4872141,0.97804457,-0.17493357
3033,-0.45278844,1.0214194,-0.13378109
3034,-0.46480292,1.021819,-0.17265065
3035,-0.46389204,1.0171814,-0.13061897
3036,-0.45040882,1.016625,-0.14575456
3037,-0.43229342,1.0556673,-0.10696752
3038,-0.4113905,1.0667194,-0.10367547
3039,-0.48912317,0.96538836,-0.15705405
3040,-0.4391244,0.9547722,-0.18848704
3041,-0.46564478,1.0735117,-0.12734817
3042,-0.46374413,0.97931427,-0.1404287
3043,-0.484816,1.0231384,-0.16123594
3044,-0.44930226,0.9991488,-0.1923988
3045,-0.43121752,1.0305471,-0.100130424
3046,-0.47542512,1.05278,-0.13466175
3047,-0.45498443,1.0503429,-0.113970086
3048,-0.41524738,1.0673189,-0.13660751
3049,-0.44875616,1.0433034,-0.12499444
3050,-0.49849954,0.9898483,-0.14132236
3051,-0.47301185,1.0406165,-0.14400442
3052,-0.4443074,1.0849066,-0.12322043
3053,-0.41853362,1.0413316,-0.12273733
3054,-0.48192707,1.0323302,-0.12853973
3055,-0.45150363,1.0853316,-0.1139404
3056,-0.47898418,0.97923696,-0.19014595
3057,-0.43285778,1.024409,-0.12732233
3058,-0.45397395,1.0161213,-0.123141125
3059,-0.46926522,1.0167643,-0.12581263
3060,-0.48896468,1.0006043,-0.16032813
3061,-0.47481507,0.9894607,-0.17365988
3062,-0.4349841,1.0407028,-0.11865671
3063,-0.47005314,1.0497988,-0.13061886
3064,-0.45647562,1.0563132,-0.12569363
3065,-0.47433543,0.9868155,-0.13701104
3066,-0.4529848,1.0263306,-0.1564052
3067,-0.46131676,1.0384631,-0.12531655
3068,-0.50873977,1.0156116,-0.13071199
3069,-0.46040678,1.0005009,-0.13946234
3070,-0.4566121,1.063047,-0.13310345
3071,-0.4911033,0.9638577,-0.18855463
3072,-0.46236867,1.0507661,-0.1413735
3073,-0.45971912,1.0250208,-0.15741391
3074,-0.4584395,1.0445172,-0.10982205
3075,-0.4369443,1.0071617,-0.20466037
3076,-0.44889393,1.023368,-0.12005688
3077,-0.49566376,1.0262542,-0.12551223
3078,-0.4643516,1.0319108,-0.13828631
3079,-0.49842006,1.0030951,-0.1472001
3080,-0.46995082,0.99460083,-0.10702591
3081,-0.51239765,1.0071236,-0.1428956
3082,-0.43775257,1.0186509,-0.12074201
3083,-0.46292236,1.0198383,-0.12531187
3084,-0.46006632,0.9932743,-0.10703464
3085,-0.42870742,1.0248073,-0.11581619
3086,-0.4714706,1.013541,-0.15783806
3087,-0.45671776,0.9914256,-0.13512747
3088,-0.48490447,0.9599024,-0.12672375
3089,-0.40537268,1.0159591,-0.06990476
3090,-0.48319098,1.0103196,-0.13361318
3091,-0.4352288,1.0205921,-0.15557583
3092,-0.44807482,1.0431808,-0.12648718
3093,-0.49485335,1.0060345,-0.16783626
3094,-0.45620263,1.0576915,-0.12310134
3095,-0.42884433,1.056848,-0.15642826
3096,-0.42111892,1.0401508,-0.13721727
3097,-0.4197843,1.0236506,-0.1318285
3098,-0.46469223,1.0463923,-0.117944345
3099,-0.46440414,1.0242187,-0.16677083
3100,-0.42857748,1.0677589,-0.113894716
3101,-0.502498,0.9705029,-0.16061018
3102,-0.40834832,1.0278108,-0.12408005
3103,-0.4747827,0.95404303,-0.18604268
3104,-0.4873834,0.984827,-0.19241787
3105,-0.399984,1.0249121,-0.17443289
3106,-0.46685657,1.0185053,-0.12955485
3107,-0.40431386,1.0623322,-0.09662919
3108,-0.47927004,1.0256941,-0.12689425
3109,-0.48532325,1.0004895,-0.17211147
3110,-0.4649071,1.0347912,-0.16064803
3111,-0.41649777,1.0878171,-0.060737714
3112,-0.4425599,1.0554228,-0.12355642
3113,-0.5001547,0.960207,-0.1852278
3114,-0.48008502,1.0350904,-0.13574691
3115,-0.46580583,1.0111567,-0.1337303
3116,-0.4334762,1.057172,-0.10912658
3117,-0.44867238,1.0088346,-0.14278845
3118,-0.45811027,1.0383525,-0.15429159
3119,-0.47413814,1.0362717,-0.16190599
3120,-0.49758643,0.97132534,-0.13611703
3121,-0.46367794,1.029594,-0.14439751
3122,-0.43397912,1.0123142,-0.14047725
3123,-0.49938044,0.97676975,-0.13560526
3124,-0.41061735,1.017722,-0.103051886
3125,-0.43325883,1.0656198,-0.12479113
3126,-0.478526,1.0042421,-0.13681318
3127,-0.45563713,1.0118179,-0.1667579
3128,-0.448332,1.021071,-0.16454203
3129,-0.4163895,1.041335,-0.15433441
3130,-0.45334125,0.9981245,-0.14703704
3131,-0.5164772,0.89189535,-0.2180971
3132,-0.45995286,0.9803515,-0.13162027
3133,-0.47042328,1.003228,-0.14041637
3134,-0.51306474,0.95490307,-0.15296428
3135,-0.48444077,1.0315155,-0.14543204
3136,-0.47366452,1.0052016,-0.12899972
3137,-0.44931173,1.0178249,-0.18246867
3138,-0.48272023,0.9780536,-0.12801681
3139,-0.47127396,1.0267246,-0.10137649
3140,-0.50691986,1.0114211,-0.12825675
3141,-0.47404802,1.0030915,-0.13875301
3142,-0.47430557,1.044475,-0.0993513
3143,-0.47209844,0.9945078,-0.12505789
3144,-0.47893453,0.9758722,-0.16266207
3145,-0.46860382,0.9855779,-0.08528389
3146,-0.4466286,1.0345598,-0.09394188
3147,-0.50610226,0.97429806,-0.13806607
3148,-0.4023093,1.0514789,-0.112034485
3149,-0.4435576,1.0808886,-0.12503932
3150,-0.44766724,1.0173923,-0.12055229
3151,-0.45631784,1.054284,-0.12351175
3152,-0.48074853,1.0449063,-0.15880375
3153,-0.45327127,1.0168257,-0.1086223
3154,-0.4989429,1.0361644,-0.14472802
3155,-0.45925415,1.019944,-0.09778117
3156,-0.43401378,1.050944,-0.118079945
3157,-0.4674394,1.0320119,-0.16832627
3158,-0.47911263,1.0430517,-0.14631398
3159,-0.45348048,1.0114224,-0.15033202
3160,-0.47966254,0.98252666,-0.1874174
3161,-0.42895138,1.0511719,-0.06877266
3162,-0.4581688,1.0090832,-0.14568786
3163,-0.46594697,1.0295863,-0.13421918
3164,-0.45688546,1.0600339,-0.10472529
3165,-0.4472623,1.069943,-0.11219375
3166,-0.46853328,1.0214214,-0.09354241
3167,-0.46716952,1.0449557,-0.15021847
3168,-0.46267974,0.9845051,-0.14583199
3169,-0.4131803,0.9832532,-0.108826235
3170,-0.45674506,1.0116651,-0.14794819
3171,-0.47172004,1.0274504,-0.18372081
3172,-0.46083194,1.0036613,-0.14022021
3173,-0.47488827,1.0450951,-0.14273255
3174,-0.46150798,1.0285938,-0.11447166
3175,-0.46527848,1.0094092,-0.16852655
3176,-0.47707045,0.9972063,-0.122589186
3177,-0.46941376,1.0259492,-0.119111344
3178,-0.4588704,0.9879491,-0.12932567
3179,-0.435445,1.0398794,-0.12930356
3180,-0.45499647,1.0357977,-0.09178813
3181,-0.46385318,0.9807878,-0.13368113
3182,-0.4785072,1.0166017,-0.15007253
3183,-0.44101587,1.0359215,-0.14427675
3184,-0.42001885,1.1038862,-0.12061845
3185,-0.4643546,1.0258008,-0.13662167
3186,-0.46812546,1.0561875,-0.12053673
3187,-0.42687654,1.0588995,-0.0993119
3188,-0.4809658,0.982542,-0.13151984
3189,-0.4469741,1.0295926,-0.13791303
3190,-0.47261128,0.9716757,-0.17073257
3191,-0.46426916,1.0379283,-0.16403915
3192,-0.4626099,1.0171078,-0.14411001
3193,-0.45110762,1.04905,-0.12499668
3194,-0.46770936,1.0501112,-0.13068406
3195,-0.50062823,0.99629587,-0.19190563
3196,-0.40808284,1.0666958,-0.1419741
3197,-0.47983378,0.95671576,-0.1630146
3198,-0.43701264,0.97982126,-0.12462555
3199,-0.47217125,0.99534947,-0.14110763
3200,-0.41362956,1.0177307,-0.1051514
3201,-0.4676829,1.0013776,-0.12047632
3202,-0.4552167,0.99258083,-0.12515078
3203,-0.51362133,0.98095685,-0.17061846
3204,-0.46737096,1.0129594,-0.17961408
3205,-0.47911558,0.9632105,-0.14857014
3206,-0.4640345,1.0391604,-0.11424555
3207,-0.45529085,1.0266203,-0.15379937
3208,-0.39007837,1.081273,-0.090647146
3209,-0.43375462,0.96068686,-0.19126116
3210,-0.42344218,1.0417107,-0.1341527
3211,-0.46149218,1.0618598,-0.118685946
3212,-0.48568398,0.9985425,-0.15926401
3213,-0.45857072,0.9353875,-0.16023163
3214,-0.40885013,1.0882264,-0.11154954
3215,-0.46172762,0.963563,-0.14375608
3216,-0.5151853,0.97094715,-0.13137852
3217,-0.49081004,1.0085988,-0.15467466
3218,-0.4784202,1.01279,-0.112712905
3219,-0.49653816,0.9496861,-0.1581762
3220,-0.47140682,1.0340489,-0.10612424
3221,-0.4653096,1.0079192,-0.19174995
3222,-0.4163741,1.0334524,-0.112023845
3223,-0.44588098,1.0404515,-0.19348876
3224,-0.45867938,0.99749386,-0.14050911
3225,-0.41389653,1.0471883,-0.054787144
3226,-0.46496645,1.0226073,-0.13883717
3227,-0.4465609,1.0473331,-0.13974337
3228,-0.41395319,1.0922586,-0.12844397
3229,-0.4642555,1.0114944,-0.10525121
3230,-0.45882654,1.0266794,-0.13424756
3231,-0.46771124,0.97806174,-0.17563455
3232,-0.4594368,0.91061,-0.18673415
3233,-0.44683495,1.0637807,-0.074214235
3234,-0.48338616,1.0127717,-0.13165747
3235,-0.4522792,0.9953458,-0.12203197
3236,-0.45248288,1.084263,-0.08689748
3237,-0.47510618,0.9825616,-0.15391771
3238,-0.43045023,1.0139806,-0.12979482
3239,-0.43948182,1.0542179,-0.13009168
3240,-0.4826744,0.99364597,-0.16632225
3241,-0.4662919,0.9977487,-0.14753614
3242,-0.45900905,1.0061152,-0.12649001
3243,-0.44787276,1.0060335,-0.13221435
3244,-0.47412646,0.9926176,-0.116696015
3245,-0.5052382,1.0084181,-0.17534982
3246,-0.49658513,1.0258031,-0.12936188
3247,-0.45493084,0.98539704,-0.11262931
3248,-0.4118802,0.9932831,-0.14409573
3249,-0.4866969,0.9939268,-0.15282767
3250,-0.43041104,1.0451273,-0.1105773
3251,-0.46149614,0.9951182,-0.19296713
3252,-0.46090132,1.0150828,-0.12649958
3253,-0.46882892,0.99061555,-0.15859224
3254,-0.46668398,1.0248739,-0.11924185
3255,-0.4465206,1.0100245,-0.14943732
3256,-0.41631526,1.0180837,-0.13171731
3257,-0.4638412,1.0611467,-0.13002758
3258,-0.48681623,0.997041,-0.14670159
3259,-0.45024526,1.0366209,-0.13146375
3260,-0.44737586,1.0420918,-0.10495944
3261,-0.46132487,1.0278687,-0.11297394
3262,-0.48453122,1.003591,-0.15569334
3263,-0.42840147,1.0517642,-0.06439896
3264,-0.47783193,0.9907456,-0.14636637
3265,-0.48861238,0.9582212,-0.23003377
3266,-0.49931982,0.97576374,-0.1355259
3267,-0.46701914,1.003055,-0.11400543
3268,-0.39692026,1.0840012,-0.117828354
3269,-0.47732726,1.0155565,-0.2007472
3270,-0.49514085,0.97858214,-0.14839832
3271,-0.45945153,1.0262753,-0.11918314
3272,-0.47938418,0.99490935,-0.13341145
3273,-0.47012174,1.056521,-0.12829353
3274,-0.4810115,0.99915415,-0.08871938
3275,-0.4596731,1.0287526,-0.13782682
3276,-0.4704699,1.0633967,-0.07258631
3277,-0.47987255,1.044871,-0.10119341
3278,-0.46278024,1.0295866,-0.13291116
3279,-0.4589313,0.9856036,-0.16247927
3280,-0.5241556,0.96919316,-0.17038943
3281,-0.43390703,0.9805549,-0.19035493
3282,-0.46463153,1.0161667,-0.12526573
3283,-0.45591158,1.0011439,-0.18013485
3284,-0.48851603,0.9980275,-0.13113527
3285,-0.48532736,0.99578387,-0.1477765
3286,-0.43741053,1.0472965,-0.11847608
3287,-0.429507,1.0789798,-0.11209597
3288,-0.4475634,0.99272555,-0.111728385
3289,-0.47497758,1.0269749,-0.14341925
3290,-0.44207254,1.0289998,-0.113905415
3291,-0.42690644,1.0396986,-0.12879278
3292,-0.44459242,1.0416551,-0.09367068
3293,-0.39508218,1.0665895,-0.083968654
3294,-0.5129857,0.9776738,-0.1837684
3295,-0.39898747,1.053872,-0.15495779
3296,-0.43474433,1.0198507,-0.16639994
3297,-0.45781142,1.003161,-0.15880854
3298,-0.46896625,1.0067782,-0.13484986
3299,-0.41581577,1.0652536,-0.12114899
3300,-0.45381975,1.0222901,-0.12730338
3301,-0.44931626,1.0655278,-0.11731155
3302,-0.4298404,1.0031617,-0.13852577
3303,-0.4441188,0.97285146,-0.093673065
3304,-0.4713847,1.0289676,-0.12452869
3305,-0.43521833,1.0237279,-0.13284634
3306,-0.46812797,0.9993999,-0.13541122
3307,-0.4650154,1.0463499,-0.10600172
3308,-0.45502755,1.0144352,-0.14056541
3309,-0.4801337,1.0399247,-0.13082539
3310,-0.47289133,1.0054278,-0.1342686
3311,-0.43264857,1.0211067,-0.14543076
3312,-0.47562668,1.0053414,-0.1376787
3313,-0.47980988,0.9608123,-0.17017986
3314,-0.45878503,1.0179814,-0.16628636
3315,-0.45740405,1.0541471,-0.115301654
3316,-0.45520872,0.9558627,-0.097279355
3317,-0.4396922,1.0268121,-0.14127003
3318,-0.4576639,1.0286498,-0.14521421
3319,-0.45464653,1.049849,-0.10616417
3320,-0.4823711,1.0372325,-0.14171927
3321,-0.49105173,0.9810899,-0.23255752
3322,-0.415069,1.0492058,-0.13290747
